ViewIndex,FOV1,FOV2,FOV3,FOV4,PositionX,PositionY,PositionZ,QuaternionX,QuaternionY,QuaternionZ,QuaternionW,GazePosX,GazePosY,GazePosZ,GazeQX,GazeQY,GazeQZ,GazeQW,Timestamp
0,-0.942,0.698,-0.942,0.733,-1.032,0.095,0.529,0.001,0.556,-0.008,0.831,-1.021,0.094,0.521,-0.089,0.523,0.038,0.847,0
1,-0.698,0.942,-0.942,0.733,-1.019,0.095,0.498,0.001,0.556,-0.008,0.831,-1.006,0.093,0.49,-0.087,0.547,0.039,0.832,4
0,-0.942,0.698,-0.942,0.733,-1.036,0.096,0.532,0.006,0.563,-0.009,0.827,-1.025,0.095,0.525,-0.095,0.57,0.052,0.814,28
1,-0.698,0.942,-0.942,0.733,-1.024,0.096,0.501,0.006,0.563,-0.009,0.827,-1.011,0.094,0.493,-0.093,0.592,0.054,0.798,32
0,-0.942,0.698,-0.942,0.733,-1.04,0.096,0.535,0.011,0.568,-0.01,0.823,-1.029,0.095,0.528,-0.101,0.619,0.069,0.775,56
1,-0.698,0.942,-0.942,0.733,-1.028,0.096,0.504,0.011,0.568,-0.01,0.823,-1.016,0.094,0.496,-0.098,0.641,0.071,0.758,60
0,-0.942,0.698,-0.942,0.733,-1.045,0.096,0.538,0.015,0.573,-0.011,0.819,-1.033,0.095,0.531,-0.095,0.625,0.07,0.771,83
1,-0.698,0.942,-0.942,0.733,-1.033,0.096,0.506,0.015,0.573,-0.011,0.819,-1.02,0.095,0.499,-0.092,0.646,0.072,0.754,87
0,-0.942,0.698,-0.942,0.733,-1.049,0.096,0.54,0.02,0.577,-0.011,0.816,-1.038,0.096,0.533,-0.093,0.63,0.073,0.767,111
1,-0.698,0.942,-0.942,0.733,-1.038,0.096,0.508,0.02,0.577,-0.011,0.816,-1.025,0.095,0.501,-0.089,0.651,0.075,0.75,115
0,-0.942,0.698,-0.942,0.733,-1.053,0.096,0.542,0.025,0.58,-0.012,0.814,-1.042,0.096,0.536,-0.09,0.63,0.075,0.767,140
1,-0.698,0.942,-0.942,0.733,-1.043,0.097,0.511,0.025,0.58,-0.012,0.814,-1.03,0.096,0.504,-0.087,0.651,0.078,0.75,143
0,-0.942,0.698,-0.942,0.733,-1.058,0.096,0.544,0.03,0.583,-0.014,0.812,-1.046,0.096,0.539,-0.087,0.628,0.075,0.77,167
1,-0.698,0.942,-0.942,0.733,-1.047,0.097,0.513,0.03,0.583,-0.014,0.812,-1.035,0.096,0.506,-0.083,0.649,0.078,0.753,171
0,-0.942,0.698,-0.942,0.733,-1.062,0.096,0.546,0.035,0.585,-0.014,0.81,-1.051,0.096,0.541,-0.09,0.63,0.083,0.767,195
1,-0.698,0.942,-0.942,0.733,-1.052,0.097,0.515,0.035,0.585,-0.014,0.81,-1.039,0.096,0.509,-0.086,0.651,0.085,0.749,199
0,-0.942,0.698,-0.942,0.733,-1.067,0.096,0.548,0.04,0.586,-0.016,0.809,-1.055,0.096,0.543,-0.089,0.626,0.084,0.77,223
1,-0.698,0.942,-0.942,0.733,-1.056,0.097,0.516,0.04,0.586,-0.016,0.809,-1.044,0.096,0.511,-0.086,0.648,0.088,0.752,226
0,-0.942,0.698,-0.942,0.733,-1.071,0.096,0.55,0.044,0.588,-0.017,0.807,-1.06,0.096,0.545,-0.089,0.621,0.086,0.774,251
1,-0.698,0.942,-0.942,0.733,-1.061,0.097,0.518,0.044,0.588,-0.017,0.807,-1.049,0.096,0.513,-0.085,0.643,0.089,0.756,254
0,-0.942,0.698,-0.942,0.733,-1.076,0.096,0.552,0.048,0.591,-0.017,0.805,-1.064,0.096,0.547,-0.084,0.624,0.086,0.772,279
1,-0.698,0.942,-0.942,0.733,-1.066,0.097,0.52,0.048,0.591,-0.017,0.805,-1.054,0.097,0.515,-0.08,0.645,0.089,0.755,282
0,-0.942,0.698,-0.942,0.733,-1.081,0.096,0.554,0.05,0.594,-0.015,0.802,-1.069,0.096,0.549,-0.085,0.618,0.087,0.777,307
1,-0.698,0.942,-0.942,0.733,-1.071,0.097,0.522,0.05,0.594,-0.015,0.802,-1.058,0.097,0.517,-0.081,0.639,0.091,0.759,310
0,-0.942,0.698,-0.942,0.733,-1.085,0.095,0.556,0.051,0.6,-0.01,0.799,-1.074,0.096,0.551,-0.089,0.62,0.095,0.774,335
1,-0.698,0.942,-0.942,0.733,-1.076,0.097,0.524,0.051,0.6,-0.01,0.799,-1.063,0.097,0.519,-0.084,0.641,0.099,0.756,338
0,-0.942,0.698,-0.942,0.733,-1.09,0.095,0.558,0.049,0.606,-0.006,0.794,-1.078,0.096,0.553,-0.11,0.659,0.135,0.732,363
1,-0.698,0.942,-0.942,0.733,-1.081,0.097,0.525,0.049,0.606,-0.006,0.794,-1.068,0.097,0.52,-0.104,0.68,0.139,0.713,366
0,-0.942,0.698,-0.942,0.733,-1.095,0.095,0.56,0.045,0.613,-0.002,0.789,-1.083,0.095,0.555,-0.12,0.662,0.149,0.725,391
1,-0.698,0.942,-0.942,0.733,-1.087,0.097,0.527,0.045,0.613,-0.002,0.789,-1.073,0.097,0.522,-0.113,0.682,0.153,0.706,394
0,-0.942,0.698,-0.942,0.733,-1.1,0.094,0.562,0.041,0.622,0.003,0.782,-1.087,0.095,0.557,-0.12,0.666,0.153,0.72,419
1,-0.698,0.942,-0.942,0.733,-1.092,0.096,0.529,0.041,0.622,0.003,0.782,-1.078,0.097,0.524,-0.114,0.686,0.157,0.701,422
0,-0.942,0.698,-0.942,0.733,-1.104,0.093,0.563,0.033,0.632,0.008,0.774,-1.092,0.095,0.559,-0.123,0.668,0.157,0.716,447
1,-0.698,0.942,-0.942,0.733,-1.097,0.095,0.531,0.033,0.632,0.008,0.774,-1.084,0.097,0.526,-0.116,0.689,0.162,0.697,450
0,-0.942,0.698,-0.942,0.733,-1.108,0.092,0.565,0.025,0.641,0.014,0.767,-1.097,0.094,0.561,-0.12,0.668,0.153,0.719,475
1,-0.698,0.942,-0.942,0.733,-1.103,0.094,0.532,0.025,0.641,0.014,0.767,-1.089,0.096,0.528,-0.114,0.688,0.157,0.699,478
0,-0.942,0.698,-0.942,0.733,-1.113,0.091,0.566,0.017,0.651,0.019,0.759,-1.101,0.093,0.563,-0.122,0.674,0.157,0.711,503
1,-0.698,0.942,-0.942,0.733,-1.108,0.092,0.533,0.017,0.651,0.019,0.759,-1.094,0.095,0.529,-0.117,0.694,0.161,0.692,506
0,-0.942,0.698,-0.942,0.733,-1.117,0.09,0.568,0.01,0.66,0.025,0.75,-1.104,0.093,0.564,-0.125,0.678,0.16,0.707,531
1,-0.698,0.942,-0.942,0.733,-1.113,0.091,0.535,0.01,0.66,0.025,0.75,-1.097,0.095,0.53,-0.119,0.698,0.164,0.687,535
0,-0.942,0.698,-0.942,0.733,-1.121,0.089,0.569,0.0,0.671,0.032,0.741,-1.11,0.091,0.566,-0.129,0.707,0.175,0.673,558
1,-0.698,0.942,-0.942,0.733,-1.117,0.09,0.535,0.0,0.671,0.032,0.741,-1.105,0.093,0.532,-0.124,0.727,0.177,0.652,561
0,-0.942,0.698,-0.942,0.733,-1.124,0.088,0.569,-0.007,0.681,0.037,0.732,-1.114,0.09,0.567,-0.135,0.714,0.18,0.663,586
1,-0.698,0.942,-0.942,0.733,-1.122,0.09,0.536,-0.007,0.681,0.037,0.732,-1.109,0.092,0.533,-0.129,0.733,0.183,0.643,589
0,-0.942,0.698,-0.942,0.733,-1.128,0.087,0.569,-0.014,0.69,0.04,0.723,-1.118,0.09,0.568,-0.14,0.721,0.186,0.652,614
1,-0.698,0.942,-0.942,0.733,-1.127,0.089,0.536,-0.014,0.69,0.04,0.723,-1.114,0.091,0.534,-0.135,0.74,0.188,0.631,617
